Timestamp,Tension,Corriente,totalizado,
2025-06-26T00:00:27.471367,509,-5159,-6525157,9162
2025-06-26T00:00:28.918957,507,-7779,-6532936,9126
2025-06-26T00:00:30.365499,515,-9644,-6542580,9270
2025-06-26T00:00:31.813217,513,-9246,-6551826,9234
2025-06-26T00:00:33.263635,516,-7898,-6559724,9288
2025-06-26T00:00:34.711158,508,-5941,-6565665,9144
2025-06-26T00:00:36.161880,516,-8178,-6573843,9288
2025-06-26T00:00:37.609546,515,-8990,-6582833,9270
2025-06-26T00:00:39.060126,513,-8660,-6591493,9234
2025-06-26T00:00:40.507771,507,-6827,-6598320,9126
2025-06-26T00:00:41.954366,510,-5042,-6603362,9180
2025-06-26T00:00:43.401857,509,-3838,-6607200,9162
2025-06-26T00:00:44.852562,502,-3302,-6610502,9036
2025-06-26T00:00:46.300016,504,-3118,-6613620,9072
2025-06-26T00:00:47.750764,503,-3065,-6616685,9054
2025-06-26T00:00:49.198287,503,-3048,-6619733,9054
2025-06-26T00:00:50.648865,506,-3040,-6622773,9108
2025-06-26T00:00:52.096399,501,-3052,-6625825,9018
2025-06-26T00:00:53.543131,500,-3060,-6628885,9000
2025-06-26T00:00:54.990639,505,-3072,-6631957,9090
2025-06-26T00:00:56.441389,509,-3045,-6635002,9162
2025-06-26T00:00:57.888938,500,-3070,-6638072,9000
2025-06-26T00:00:59.339568,499,-3050,-6641122,8982
2025-06-26T00:01:00.787201,504,-3068,-6644190,9072
2025-06-26T00:01:02.237812,499,-3054,-6647244,8982
2025-06-26T00:01:03.685382,503,-3045,-6650289,9054
2025-06-26T00:01:05.132047,500,-3056,-6653345,9000
2025-06-26T00:01:06.579521,500,-3065,-6656410,9000
2025-06-26T00:01:08.030064,499,-3066,-6659476,8982
2025-06-26T00:01:09.477773,504,-3068,-6662544,9072
2025-06-26T00:01:10.928456,506,-3895,-6666439,9108
2025-06-26T00:01:12.376030,501,-3951,-6670390,9018
2025-06-26T00:01:13.826659,504,-3875,-6674265,9072
2025-06-26T00:01:15.274229,504,-3480,-6677745,9072
2025-06-26T00:01:16.720760,503,-3303,-6681048,9054
2025-06-26T00:01:18.168372,500,-3178,-6684226,9000
2025-06-26T00:01:19.618882,503,-3093,-6687319,9054
2025-06-26T00:01:21.066463,503,-3144,-6690463,9054
2025-06-26T00:01:22.517115,507,-3151,-6693614,9126
2025-06-26T00:01:23.964747,502,-3096,-6696710,9036
2025-06-26T00:01:25.415356,500,-3076,-6699786,9000
2025-06-26T00:01:26.862835,505,-3081,-6702867,9090
2025-06-26T00:01:28.309574,507,-3059,-6705926,9126
